file	ploidy	quality_manual	coverage	spikiness	evenness.mean	evenness.med	paired.end	background	reads.per.mb.bpr	coverage.bpr	gene
kbm7-a1h5-hkt-r41-c24_S168_.trimmed.mdup.bam	1	G	0.013439684	0.154159909	0.201770582	0.201685191	pe	0.055932417	87	0.63	WT
kbm7-a1h5-hkt-r41-c25_S169_.trimmed.mdup.bam	1	G	0.013551379	0.18502921	0.212852526	0.208181568	pe	0.054569612	93	0.63	WT
kbm7-a1h5-hkt-r41-c26_S170_.trimmed.mdup.bam	1	G	0.010397002	0.166023352	0.209876872	0.209045897	pe	0.053831018	69	0.48	WT
kbm7-a1h5-hkt-r41-c27_S171_.trimmed.mdup.bam	1	G	0.010127039	0.171708427	0.213324723	0.208960118	pe	0.052210257	69	0.47	WT
kbm7-a1h5-hkt-r41-c28_S172_.trimmed.mdup.bam	1	G	0.012632586	0.157713263	0.203425662	0.202165018	pe	0.044913134	83	0.59	WT
kbm7-a1h5-hkt-r41-c30_S174_.trimmed.mdup.bam	1	G	0.010310364	0.171371765	0.204995701	0.204129633	pe	0.04665485	68	0.48	WT
kbm7-a1h5-hkt-r41-c31_S175_.trimmed.mdup.bam	1	G	0.011837789	0.163374555	0.204524694	0.203152409	pe	0.049450131	79	0.55	WT
kbm7-a1h5-hkt-r41-c32_S176_.trimmed.mdup.bam	1	G	0.0051687	0.238424125	0.232050073	0.231273286	pe	0.043795313	34	0.24	WT
kbm7-a1h5-hkt-r41-c33_S177_.trimmed.mdup.bam	1	G	0.013300131	0.153187824	0.201216076	0.201131711	pe	0.052243347	86	0.62	WT
kbm7-a1h5-hkt-r69-c27_S1179_.trimmed.mdup.bam	1	G	0.007065791	0.199572127	0.219879515	0.219534098	pe	0.023331459	46	0.33	WT
kbm7-a1h5-hkt-r69-c28_S1180_.trimmed.mdup.bam	1	G	0.00520613	0.228945709	0.22838093	0.228380735	pe	0.026341351	34	0.25	WT
kbm7-a1h5-hkt-r69-c29_S1181_.trimmed.mdup.bam	1	G	0.007448851	0.195771036	0.218031388	0.217965687	pe	0.021913504	48	0.35	WT
kbm7-a1h5-hkt-r69-c30_S1182_.trimmed.mdup.bam	1	G	0.006186149	0.205415842	0.222754608	0.222714104	pe	0.021794489	39	0.29	WT
kbm7-a1h5-hkt-r69-c31_S1183_.trimmed.mdup.bam	1	G	0.004673059	0.266303599	0.232151861	0.231921195	pe	0.028120637	31	0.22	WT
kbm7-a1h5-hkt-r69-c32_S1184_.trimmed.mdup.bam	1	G	0.005069821	0.229171591	0.227769576	0.22775223	pe	0.025902705	33	0.24	WT
kbm7-yeast-a1h5-hkt-r15-c62_S408_.trimmed.mdup.bam	1	G	0.005978267	0.209764465	0.222421939	0.221902207	pe	0.049622023	41	0.28	WT
kbm7-yeast-a1h5-hkt-r15-c63_S409_.trimmed.mdup.bam	1	G	0.006989316	0.194080886	0.217038768	0.214960538	pe	0.062560117	49	0.33	WT
kbm7-yeast-a1h5-hkt-r15-c65_S411_.trimmed.mdup.bam	1	G	0.00599874	0.205989111	0.221335349	0.219779772	pe	0.045523877	42	0.28	WT
kbm7-yeast-a1h5-hkt-r15-c66_S412_.trimmed.mdup.bam	1	G	0.005297124	0.220797695	0.224008609	0.223623864	pe	0.044132815	36	0.25	WT
kbm7-yeast-a1h5-hkt-r15-c67_S413_.trimmed.mdup.bam	1	G	0.006029488	0.199724212	0.21859028	0.218521421	pe	0.050753865	42	0.28	WT
kbm7-yeast-a1h5-hkt-r15-c69_S415_.trimmed.mdup.bam	1	G	0.00566262	0.251733214	0.237560089	0.23541268	pe	0.048824081	40	0.26	WT
kbm7-yeast-a1h5-hkt-r16-c61_S439_.trimmed.mdup.bam	1	G	0.00594467	0.201126683	0.218238893	0.217562063	pe	0.050408301	41	0.28	WT
kbm7-yeast-a1h5-hkt-r16-c62_S440_.trimmed.mdup.bam	1	G	0.004643308	0.240182704	0.228177062	0.227533082	pe	0.059511986	32	0.22	WT
kbm7-yeast-a1h5-hkt-r16-c63_S441_.trimmed.mdup.bam	1	G	0.004351771	0.248789649	0.230494511	0.229923418	pe	0.06167423	31	0.2	WT
kbm7-yeast-a1h5-hkt-r16-c64_S442_.trimmed.mdup.bam	1	G	0.005740244	0.208687206	0.217637018	0.217268728	pe	0.053202291	39	0.27	WT
kbm7-yeast-a1h5-hkt-r16-c65_S443_.trimmed.mdup.bam	1	G	0.004319583	0.292615469	0.243995834	0.240500952	pe	0.05655788	31	0.2	WT
kbm7-yeast-a1h5-hkt-r16-c66_S444_.trimmed.mdup.bam	1	G	0.005002236	0.2159372	0.222544784	0.222438943	pe	0.063813244	34	0.23	WT
kbm7-yeast-a1h5-hkt-r16-c67_S445_.trimmed.mdup.bam	1	G	0.004880714	0.21671266	0.229384423	0.227057268	pe	0.054735703	35	0.23	WT
kbm7-yeast-a1h5-hkt-r16-c70_S448_.trimmed.mdup.bam	1	G	0.005489119	0.211685606	0.20411781	0.204038972	pe	0.065019708	37	0.26	WT
recq5-2-single-c10-w45-3d6_S390_.trimmed.mdup.bam	1	G	0.011927119	0.180244619	0.21374723	0.213004645	pe	0.021875598	69	0.51	RECQL5
recq5-2-single-c11-w15_.trimmed.mdup.bam	1	G	0.010887746	0.21151029	0.238969199	0.238951011	pe	0.050042941	55	0.42	RECQL5
recq5-2-single-c11-w28_.trimmed.mdup.bam	1	G	0.006825977	0.236267108	0.239876568	0.239647951	pe	0.030494683	37	0.29	RECQL5
recq5-2-single-c11-w37_.trimmed.mdup.bam	1	G	0.01172122	0.193150807	0.223992887	0.223961832	pe	0.045821319	62	0.47	RECQL5
recq5-2-single-c11-w4_.trimmed.mdup.bam	1	G	0.009596693	0.230484175	0.244430783	0.243857086	pe	0.049840047	53	0.41	RECQL5
recq5-2-single-c11-w46_.trimmed.mdup.bam	1	G	0.011245868	0.185898503	0.233831769	0.233406033	pe	0.033181933	57	0.44	RECQL5
recq5-2-single-c11-w9_.trimmed.mdup.bam	1	G	0.006517915	0.221247109	0.234381016	0.234368023	pe	0.029756586	36	0.27	RECQL5
recq5-2-single-c12-w18_.trimmed.mdup.bam	1	G	0.008721325	0.217315841	0.23229425	0.231613938	pe	0.049938348	46	0.34	RECQL5
recq5-2-single-c12-w2_.trimmed.mdup.bam	1	G	0.006748649	0.229382006	0.240693673	0.24068962	pe	0.026681885	38	0.29	RECQL5
recq5-2-single-c12-w33_.trimmed.mdup.bam	1	G	0.007736883	0.240653323	0.240902092	0.240797148	pe	0.033694048	41	0.31	RECQL5
recq5-2-single-c12-w34_.trimmed.mdup.bam	1	G	0.00913936	0.204412879	0.22603091	0.22555812	pe	0.037423734	49	0.37	RECQL5
recq5-2-single-c12-w36_.trimmed.mdup.bam	1	G	0.00728016	0.22860059	0.232064101	0.231971776	pe	0.036889658	38	0.29	RECQL5
recq5-2-single-c12-w40_.trimmed.mdup.bam	1	G	0.008845478	0.246872085	0.249259033	0.247876456	pe	0.050768697	45	0.36	RECQL5
recq5-2-single-c12-w45_.trimmed.mdup.bam	1	G	0.00986975	0.217240959	0.225188572	0.225095532	pe	0.06071309	53	0.4	RECQL5
recq5-2-single-c12-w9_.trimmed.mdup.bam	1	G	0.009385121	0.214449643	0.23452855	0.234444726	pe	0.032371775	51	0.39	RECQL5
recq5-2-single-c6-w12-3d6_S161_.trimmed.mdup.bam	1	G	0.007222191	0.209489317	0.231845807	0.22974921	pe	0.026831474	45	0.32	RECQL5
recq5-2-single-c6-w19-3d6_S168_.trimmed.mdup.bam	1	G	0.00760153	0.21408519	0.229903223	0.229799104	pe	0.035044763	44	0.33	RECQL5
recq5-2-single-c6-w33-3d6_S182_.trimmed.mdup.bam	1	G	0.006272643	0.2647463	0.237105006	0.23569301	pe	0.10569981	36	0.28	RECQL5
recq5-2-single-f10-r2-c3_S255_.trimmed.mdup.bam	1	G	0.024930724	0.190759415	0.219703983	0.213373724	pe	0.015939457	141	1	RECQL5
recq5-2-single-f10-r3-c2_S261_.trimmed.mdup.bam	1	G	0.009644479	0.1939656	0.221133788	0.220872696	pe	0.020976982	52	0.39	RECQL5
recq5-2-single-f10-r3-c5_S264_.trimmed.mdup.bam	1	G	0.008508587	0.225521586	0.232418773	0.232359092	pe	0.062946969	41	0.31	RECQL5
recq5-2-single-f10-r3-c6_S265_.trimmed.mdup.bam	1	G	0.007059764	0.240003802	0.239575983	0.239509908	pe	0.039511038	34	0.26	RECQL5
recq5-2-single-f10-r4-c4_S270_.trimmed.mdup.bam	1	G	0.013613299	0.20170028	0.2397078	0.239273984	pe	0.102878324	63	0.47	RECQL5
recq5-2-single-f10-r5-c3_S276_.trimmed.mdup.bam	1	G	0.058573599	0.1094179	0.184861114	0.182324522	pe	0.009989003	274	2.01	RECQL5
recq5-2-single-f10-r5-c4_S277_.trimmed.mdup.bam	1	G	0.058466224	0.108917644	0.186092559	0.183444619	pe	0.011801164	273	2.01	RECQL5
recq5-2-single-f10-r7-c2_S289_.trimmed.mdup.bam	1	G	0.008937034	0.222982041	0.238541818	0.238514264	pe	0.014340048	43	0.32	RECQL5
recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam	1	G	0.037438935	0.125917206	0.198096746	0.1975437	pe	0.009547867	175	1.3	RECQL5
recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam	1	G	0.015962149	0.14848264	0.203295127	0.201646424	pe	0.013304465	96	0.7	RECQL5
recq5-2-single-f11-r2-c1_S302_.trimmed.mdup.bam	1	G	0.007561821	0.198517855	0.215279229	0.215008707	pe	0.015546274	43	0.32	RECQL5
recq5-2-single-f11-r2-c3_S304_.trimmed.mdup.bam	1	G	0.006501325	0.207126224	0.218987393	0.218913849	pe	0.019409356	38	0.29	RECQL5
recq5-2-single-f11-r2-c4_S305_.trimmed.mdup.bam	1	G	0.015154019	0.150381584	0.198764259	0.197989426	pe	0.021941947	90	0.67	RECQL5
recq5-2-single-f11-r2-c5_S306_.trimmed.mdup.bam	1	G	0.014835942	0.153249057	0.20100103	0.200044214	pe	0.016705754	86	0.64	RECQL5
recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam	1	G	0.011816725	0.168279741	0.208633753	0.208455262	pe	0.011623205	70	0.52	RECQL5
recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam	1	G	0.015855658	0.14872115	0.199162158	0.19888917	pe	0.010610573	91	0.68	RECQL5
recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam	1	G	0.011706051	0.168242578	0.209969006	0.208843705	pe	0.014481609	71	0.52	RECQL5
recq5-2-single-f11-r4-c4_S319_.trimmed.mdup.bam	1	G	0.01791519	0.144007783	0.201186408	0.19995134	pe	0.017768675	102	0.75	RECQL5
recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam	1	G	0.016553063	0.147393329	0.201690451	0.201228484	pe	0.010274765	96	0.71	RECQL5
recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam	1	G	0.011333333	0.20451385	0.217461722	0.213647578	pe	0.016166948	73	0.52	RECQL5
recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam	1	G	0.008068873	0.243431231	0.227849095	0.223973859	pe	0.015297191	51	0.36	RECQL5
recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam	1	G	0.02294006	0.133348597	0.193584381	0.191519958	pe	0.012607468	133	0.97	RECQL5
recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam	1	G	0.015022147	0.156172125	0.201857939	0.201761249	pe	0.010709034	89	0.67	RECQL5
recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam	1	G	0.008180691	0.189109435	0.214217453	0.213787417	pe	0.010629144	51	0.38	RECQL5
recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam	1	G	0.011707868	0.16858481	0.214018456	0.213268093	pe	0.010827256	70	0.52	RECQL5
recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam	1	G	0.022267587	0.131117793	0.193178841	0.190991605	pe	0.013377367	131	0.96	RECQL5
recq5-2-single-f11-r6-c7_S336_.trimmed.mdup.bam	1	G	0.016787295	0.147830809	0.203052035	0.202613759	pe	0.014148834	96	0.72	RECQL5
recq5-2-single-f9-r1-c2_S198_.trimmed.mdup.bam	1	G	0.067667197	0.207972672	0.252515962	0.228091714	pe	0.011411372	367	2.36	RECQL5
recq5-2-single-f9-r1-c3_S199_.trimmed.mdup.bam	1	G	0.006489061	0.247185983	0.24150576	0.241368201	pe	0.066804751	34	0.25	RECQL5
recq5-2-single-f9-r1-c7_S203_.trimmed.mdup.bam	1	G	0.010969412	0.228401707	0.244587122	0.244444143	pe	0.071522891	50	0.37	RECQL5
recq5-2-single-f9-r2-c4_S207_.trimmed.mdup.bam	1	G	0.006838289	0.224867626	0.228009209	0.22755044	pe	0.011930247	35	0.26	RECQL5
recq5-2-single-f9-r2-c6_S209_.trimmed.mdup.bam	1	G	0.007662008	0.239680462	0.241440432	0.241437273	pe	0.034503179	36	0.27	RECQL5
recq5-2-single-f9-r2-c7_S210_.trimmed.mdup.bam	1	G	0.007569236	0.233563337	0.249335708	0.249062093	pe	0.023521404	37	0.27	RECQL5
recq5-2-single-f9-r3-c2_S212_.trimmed.mdup.bam	1	G	0.041110424	0.114921945	0.187113852	0.184659163	pe	0.012304372	234	1.71	RECQL5
recq5-2-single-f9-r4-c2_S219_.trimmed.mdup.bam	1	G	0.032534859	0.124212248	0.16015056	0.160133994	pe	0.01170937	180	1.36	RECQL5
recq5-2-single-f9-r4-c4_S221_.trimmed.mdup.bam	1	G	0.00802345	0.236238849	0.239554072	0.239452923	pe	0.024680851	38	0.28	RECQL5
recq5-2-single-f9-r5-c3_S227_.trimmed.mdup.bam	1	G	0.007207598	0.240304057	0.245471827	0.245353138	pe	0.040806099	34	0.25	RECQL5
recq5-2-single-f9-r5-c4_S228_.trimmed.mdup.bam	1	G	0.009030842	0.219047044	0.235929558	0.235926602	pe	0.024102989	44	0.32	RECQL5
recq5-2-single-f9-r6-c1_S232_.trimmed.mdup.bam	1	G	0.010071655	0.218242915	0.234910966	0.234910966	pe	0.047644936	47	0.36	RECQL5
recq5-2-single-f9-r6-c5_S236_.trimmed.mdup.bam	1	G	0.006529232	0.280257266	0.254460262	0.253669514	pe	0.025022258	33	0.24	RECQL5
recq5-2-single-f9-r6-c7_S238_.trimmed.mdup.bam	1	G	0.007445114	0.233381845	0.242048008	0.241783111	pe	0.026397787	38	0.28	RECQL5
recq5-2-single-f9-r7-c1_S239_.trimmed.mdup.bam	1	G	0.00710237	0.238971117	0.240951879	0.240904512	pe	0.016089712	34	0.26	RECQL5
recq5-2-single-f9-r7-c2_S240_.trimmed.mdup.bam	1	G	0.05520269	0.106610317	0.185985633	0.182583284	pe	0.008072923	284	2.07	RECQL5
recq5-2-single-f9-r7-c4_S242_.trimmed.mdup.bam	1	G	0.007684467	0.245296699	0.245045885	0.244908	pe	0.027577276	34	0.26	RECQL5
recql1-1-a1h5-hkt-f07-r2-c2_S1015_.processed.bam	2	G	0.008815313	0.195817696	0.226935691	0.223697695	pe	0.049385126	59	0.42	RECQL1
recql1-1-a1h5-hkt-f07-r2-c3_S1016_.processed.bam	2	G	0.011433273	0.156623508	0.202244617	0.200777845	pe	0.02325687	77	0.55	RECQL1
recql1-1-a1h5-hkt-f07-r2-c5_S1018_.processed.bam	2	G	0.013535574	0.170115822	0.206185198	0.205626855	pe	0.042609558	91	0.65	RECQL1
recql1-1-a1h5-hkt-f07-r2-c6_S1019_.processed.bam	2	G	0.01397817	0.147249954	0.194959665	0.194115313	pe	0.029076259	95	0.67	RECQL1
recql1-1-a1h5-hkt-f07-r3-c2_S1020_.processed.bam	2	G	0.011001826	0.164704116	0.202028718	0.201068694	pe	0.041284042	75	0.53	RECQL1
recql1-1-a1h5-hkt-f07-r3-c3_S1021_.processed.bam	2	G	0.0109156	0.158408197	0.198442582	0.197890873	pe	0.021495915	73	0.52	RECQL1
recql1-1-a1h5-hkt-f07-r3-c4_S1022_.processed.bam	2	G	0.010062087	0.168555296	0.203655299	0.202648769	pe	0.030754708	68	0.48	RECQL1
recql1-1-a1h5-hkt-f07-r3-c5_S1023_.processed.bam	2	G	0.013146542	0.155265261	0.196271786	0.195519679	pe	0.020021113	88	0.63	RECQL1
recql1-1-a1h5-hkt-f07-r3-c6_S1024_.processed.bam	2	G	0.008274747	0.177546275	0.203178334	0.202616079	pe	0.031709519	55	0.39	RECQL1
recql1-1-a1h5-hkt-f07-r4-c2_S1025_.processed.bam	2	G	0.011895541	0.152477439	0.202707816	0.200349595	pe	0.024583341	81	0.57	RECQL1
recql1-1-a1h5-hkt-f07-r4-c3_S1026_.processed.bam	2	G	0.014272134	0.14626676	0.195464984	0.194217496	pe	0.031087496	96	0.68	RECQL1
recql1-1-a1h5-hkt-f07-r4-c6_S1029_.processed.bam	2	G	0.014190725	0.150488301	0.206986808	0.204449976	pe	0.054446768	97	0.68	RECQL1
recql1-1-a1h5-hkt-f07-r5-c2_S1030_.processed.bam	2	G	0.01434994	0.147479016	0.192973848	0.191990317	pe	0.026490223	96	0.68	RECQL1
recql1-1-a1h5-hkt-f07-r5-c3_S1031_.processed.bam	2	G	0.015119447	0.145949825	0.193663773	0.192441653	pe	0.026083027	102	0.72	RECQL1
recql1-1-a1h5-hkt-f07-r5-c4_S1032_.processed.bam	2	G	0.012740174	0.153116683	0.202364808	0.200025461	pe	0.02120132	87	0.61	RECQL1
recql1-1-a1h5-hkt-f07-r5-c5_S1033_.processed.bam	2	G	0.013287705	0.152027952	0.196123124	0.195056158	pe	0.025982734	89	0.64	RECQL1
recql1-1-a1h5-hkt-f07-r5-c6_S1034_.processed.bam	2	G	0.011086521	0.180377022	0.20512756	0.204997902	pe	0.052071197	74	0.53	RECQL1
recql1-1-a1h5-hkt-f07-r6-c4_S1037_.processed.bam	2	G	0.0045592	0.226089645	0.221183408	0.220594026	pe	0.055714589	32	0.22	RECQL1
recql1-1-a1h5-hkt-f07-r6-c5_S1038_.processed.bam	2	G	0.005748695	0.207261206	0.215217908	0.214913234	pe	0.086706369	40	0.28	RECQL1
recql1-1-a1h5-hkt-f08-r2-c2_S1040_.processed.bam	2	G	0.007883592	0.188323002	0.208708591	0.208167511	pe	0.028999065	52	0.38	RECQL1
recql1-1-a1h5-hkt-f08-r2-c3_S1041_.processed.bam	2	G	0.014208394	0.177978842	0.203670721	0.203111139	pe	0.061490872	95	0.68	RECQL1
recql1-1-a1h5-hkt-f08-r2-c5_S1043_.processed.bam	2	G	0.014388998	0.1470798	0.195998575	0.194320422	pe	0.030484486	97	0.69	RECQL1
recql1-1-a1h5-hkt-f08-r2-c6_S1044_.processed.bam	2	G	0.016168401	0.137886688	0.190871247	0.189420702	pe	0.028839492	110	0.77	RECQL1
recql1-1-a1h5-hkt-f08-r3-c2_S1045_.processed.bam	2	G	0.008517805	0.196819524	0.220696559	0.220543358	pe	0.056694934	57	0.41	RECQL1
recql1-1-a1h5-hkt-f08-r3-c3_S1046_.processed.bam	2	G	0.011611504	0.15760687	0.198174233	0.19683741	pe	0.028729624	78	0.56	RECQL1
recql1-1-a1h5-hkt-f08-r3-c4_S1047_.processed.bam	2	G	0.010135967	0.168171432	0.204701657	0.203520653	pe	0.030191053	69	0.49	RECQL1
recql1-1-a1h5-hkt-f08-r3-c5_S1048_.processed.bam	2	G	0.015782672	0.159821898	0.199411508	0.198921157	pe	0.072444102	105	0.75	RECQL1
recql1-1-a1h5-hkt-f08-r3-c6_S1049_.processed.bam	2	G	0.0144456	0.181347484	0.204760149	0.204620437	pe	0.092167893	95	0.69	RECQL1
recql1-1-a1h5-hkt-f08-r4-c2_S1050_.processed.bam	2	G	0.0145528	0.145861782	0.195740652	0.19480488	pe	0.030780528	98	0.7	RECQL1
recql1-1-a1h5-hkt-f08-r4-c3_S1051_.processed.bam	2	G	0.015349018	0.155519243	0.195070729	0.194475834	pe	0.065551888	102	0.73	RECQL1
recql1-1-a1h5-hkt-f08-r4-c4_S1052_.processed.bam	2	G	0.014391369	0.145149644	0.193859812	0.192021284	pe	0.024456403	97	0.69	RECQL1
recql1-1-a1h5-hkt-f08-r4-c5_S1053_.processed.bam	2	G	0.01420534	0.183443243	0.206092857	0.205988886	pe	0.095936546	92	0.68	RECQL1
recql1-1-a1h5-hkt-f08-r4-c6_S1054_.processed.bam	2	G	0.015023725	0.141360107	0.190973945	0.190153714	pe	0.029731745	101	0.72	RECQL1
recql1-1-a1h5-hkt-f08-r5-c2_S1055_.processed.bam	2	G	0.014453499	0.148515803	0.191441632	0.190446078	pe	0.024115741	96	0.69	RECQL1
recql1-1-a1h5-hkt-f08-r5-c3_S1056_.processed.bam	2	G	0.015270906	0.143192845	0.192021304	0.19060933	pe	0.029646289	102	0.73	RECQL1
recql1-1-a1h5-hkt-f08-r5-c4_S1057_.processed.bam	2	G	0.013757914	0.160237399	0.197880605	0.196952684	pe	0.050174858	92	0.66	RECQL1
recql1-1-a1h5-hkt-f08-r5-c5_S1058_.processed.bam	2	G	0.013836912	0.149553661	0.191879438	0.190888211	pe	0.012845641	91	0.66	RECQL1
recql1-1-a1h5-hkt-f08-r5-c6_S1059_.processed.bam	2	G	0.014046121	0.145948553	0.194503756	0.193412376	pe	0.03333092	94	0.67	RECQL1
recql1-1-a1h5-hkt-f08-r6-c2_S1060_.processed.bam	2	G	0.007637658	0.183914385	0.205507667	0.204942304	pe	0.051564123	53	0.37	RECQL1
recql1-1-a1h5-hkt-f08-r6-c3_S1061_.processed.bam	2	G	0.006185245	0.194335707	0.214001521	0.21361801	pe	0.043052838	43	0.3	RECQL1
recql1-1-a1h5-hkt-f08-r6-c4_S1062_.processed.bam	2	G	0.005054201	0.211858507	0.216444823	0.216443822	pe	0.044580201	35	0.24	RECQL1
recql1-1-a1h5-hkt-f08-r6-c5_S1063_.processed.bam	2	G	0.007027174	0.210114595	0.216619919	0.216465343	pe	0.081231017	48	0.34	RECQL1
recql1-1-a1h5-hkt-r48-c39_S399_.processed.bam	2	G	0.00676226	0.291870455	0.267056165	0.26595539	pe	0.057873009	42	0.32	RECQL1
recql1-1-a1h5-hkt-r48-c40_S400_.processed.bam	1	G	0.004392852	0.457795696	0.293436017	0.291050499	pe	0.021371042	33	0.21	RECQL1
recql1-1-a1h5-hkt-r48-c42_S402_.processed.bam	1	G	0.008382653	0.187354713	0.192021831	0.191983986	pe	0.017189474	56	0.4	RECQL1
recql1-1-a1h5-hkt-r48-c43_S403_.processed.bam	1	G	0.01149181	0.16278803	0.200152229	0.199824148	pe	0.015825496	74	0.54	RECQL1
recql1-1-a1h5-hkt-r48-c44_S404_.processed.bam	2	G	0.017431689	0.166172303	0.21348247	0.209755085	pe	0.031874832	118	0.81	RECQL1
recql1-1-a1h5-hkt-r48-c45_S405_.processed.bam	1	G	0.010130534	0.169735753	0.201736793	0.200879693	pe	0.012120351	67	0.48	RECQL1
recql1-1-a1h5-hkt-r48-c47_S407_.processed.bam	1	G	0.006463159	0.198873812	0.215790631	0.215104014	pe	0.017012152	42	0.3	RECQL1
recql1-1-a1h5-hkt-r48-c48_S408_.processed.bam	1	G	0.005579544	0.28213688	0.243599828	0.237576584	pe	0.024044785	40	0.26	RECQL1
recql1-1-a1h5-hkt-r48-c49_S409_.processed.bam	1	G	0.008780704	0.183725582	0.20904504	0.208413355	pe	0.015745671	57	0.41	RECQL1
recql1-1-a1h5-hkt-r48-c51_S411_.processed.bam	1	G	0.005218831	0.249902867	0.261687797	0.254250187	pe	0.028933851	38	0.25	RECQL1
recql1-1-a1h5-hkt-r48-c52_S412_.processed.bam	1	G	0.009773591	0.192146942	0.219034884	0.217392941	pe	0.013990177	64	0.45	RECQL1
recql1-1-a1h5-hkt-r48-c53_S413_.processed.bam	1	G	0.019004852	0.138340979	0.191867694	0.190584741	pe	0.022214286	116	0.85	RECQL1
recql1-1-a1h5-hkt-r48-c55_S415_.processed.bam	2	G	0.012224523	0.158152981	0.199047677	0.197882901	pe	0.032270209	84	0.59	RECQL1
recql1-1-a1h5-hkt-r48-c56_S416_.processed.bam	2	G	0.013432614	0.146497734	0.194887799	0.193742316	pe	0.03109459	92	0.64	RECQL1
recql1-1-a1h5-hkt-r48-c57_S417_.processed.bam	2	G	0.013260362	0.151186147	0.195790262	0.194862225	pe	0.035189745	90	0.64	RECQL1
recql1-1-a1h5-hkt-r48-c58_S418_.processed.bam	2	G	0.014759385	0.144905839	0.194803378	0.193907639	pe	0.038134983	100	0.71	RECQL1
recql1-1-a1h5-hkt-r48-c59_S419_.processed.bam	2	G	0.014290925	0.147669869	0.204935231	0.203024868	pe	0.040072716	99	0.69	RECQL1
recql1-1-a1h5-hkt-r48-c60_S420_.processed.bam	2	G	0.01343557	0.16657686	0.202149458	0.201803313	pe	0.076190476	91	0.65	RECQL1
recql1-1-a1h5-hkt-r48-c61_S421_.processed.bam	2	G	0.013600554	0.165964652	0.211476378	0.210604674	pe	0.08439194	93	0.65	RECQL1
recql1-1-a1h5-hkt-r48-c62_S422_.processed.bam	2	G	0.014973907	0.145720482	0.192924611	0.191971854	pe	0.03769998	102	0.72	RECQL1
recql1-1-a1h5-hkt-r48-c63_S423_.processed.bam	2	G	0.014578449	0.147212061	0.193911878	0.19265713	pe	0.03639802	100	0.7	RECQL1
recql1-1-a1h5-hkt-r48-c64_S424_.processed.bam	2	G	0.015399018	0.142383346	0.191726079	0.190360813	pe	0.052374408	106	0.74	RECQL1
recql1-1-a1h5-hkt-r48-c65_S425_.processed.bam	2	G	0.016116915	0.15709916	0.197907724	0.197522291	pe	0.075549	109	0.77	RECQL1
recql1-1-a1h5-hkt-r48-c66_S426_.processed.bam	2	G	0.015406445	0.143082324	0.20237811	0.198474186	pe	0.042233058	107	0.74	RECQL1
recql1-1-a1h5-hkt-r48-c67_S427_.processed.bam	2	G	0.016008642	0.150450699	0.194140118	0.19344715	pe	0.062317545	109	0.77	RECQL1
recql1-1-a1h5-hkt-r48-c68_S428_.processed.bam	2	G	0.013351653	0.147022067	0.192465129	0.191397735	pe	0.033994467	91	0.64	RECQL1
recql1-1-a1h5-hkt-r48-c69_S429_.processed.bam	2	G	0.015340236	0.141672051	0.191535216	0.190103579	pe	0.035503882	105	0.74	RECQL1
recql1-1-a1h5-hkt-r48-c70_S430_.processed.bam	2	G	0.01582753	0.143134171	0.190500321	0.189424494	pe	0.036104009	108	0.76	RECQL1
recql1-1-a1h5-hkt-r49-c39_S435_.processed.bam	1	G	0.005055239	0.21949258	0.224444541	0.222647455	pe	0.012526361	35	0.24	RECQL1
recql1-1-a1h5-hkt-r49-c42_S438_.processed.bam	1	G	0.007261618	0.204369793	0.214838373	0.21314344	pe	0.013804173	50	0.34	RECQL1
recql1-1-a1h5-hkt-r49-c43_S439_.processed.bam	1	G	0.009842256	0.166702546	0.206264245	0.20492861	pe	0.012786454	65	0.46	RECQL1
recql1-1-a1h5-hkt-r49-c44_S440_.processed.bam	1	G	0.006036495	0.295297654	0.257968853	0.249438527	pe	0.014221274	44	0.28	RECQL1
recql1-1-a1h5-hkt-r49-c45_S441_.processed.bam	1	G	0.008829461	0.17845672	0.206892627	0.206246847	pe	0.013139248	58	0.41	RECQL1
recql1-1-a1h5-hkt-r49-c46_S442_.processed.bam	1	G	0.0061792	0.246368815	0.226707224	0.22321361	pe	0.013931774	42	0.29	RECQL1
recql1-1-a1h5-hkt-r49-c48_S444_.processed.bam	1	G	0.009460996	0.184763834	0.207405648	0.206871391	pe	0.087892554	62	0.44	RECQL1
recql1-1-a1h5-hkt-r49-c49_S445_.processed.bam	1	G	0.008132296	0.188304537	0.208088853	0.207373819	pe	0.017131095	53	0.38	RECQL1
recql1-1-a1h5-hkt-r49-c50_S446_.processed.bam	1	G	0.008499554	0.183611787	0.212295832	0.211632721	pe	0.012520877	55	0.4	RECQL1
