seqnames	start	end	width	strand	genoT	Extract.Name	ploidy	library
chr1	160420045	160877717	457673	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr1	225731021	225979908	248888	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr10	119087493	119303007	215515	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr11	65044449	65412209	367761	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr11	129921670	130144388	222719	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr12	3665669	4402846	737178	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr12	102292539	102742055	449517	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr13	30372218	30863927	491710	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr14	88087607	88340746	253140	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr15	49875209	50260549	385341	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr15	56181114	56538261	357148	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr15	74993774	75203730	209957	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr16	51404338	52068966	664629	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr17	59107197	59561299	454103	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr17	66557876	66875443	317568	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr17	71440150	71834708	394559	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr18	24285005	24691328	406324	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr18	74331993	74522447	190455	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr19	6690740	7253780	563041	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr19	24072480	27680196	3607717	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr2	24465550	24860734	395185	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr2	66016475	66762154	745680	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr2	82061855	82641591	579737	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr2	125961832	126420735	458904	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr2	194428236	195642229	1213994	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr20	10194905	10549177	354273	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr20	18043197	18381285	338089	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr22	35584265	36010136	425872	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr22	42189322	42368077	178756	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr22	44885372	45239873	354502	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr3	106128408	106618405	489998	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr3	166944890	168023319	1078430	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr3	172619601	173099183	479583	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr4	8916008	9548394	632387	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr5	6124019	6434982	310964	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr5	19266347	20571930	1305584	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr5	86337568	87257446	919879	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr5	173078679	173313326	234648	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr6	10686362	11088562	402201	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr6	41043876	41554535	510660	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr6	62852881	63391745	538865	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr6	88826736	89315465	488730	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr6	101883819	102391557	507739	*	ww-wc	NW150519-II_63	2	NW150519-II_63
chr6	163591201	164113602	522402	*	wc-ww	NW150519-II_63	2	NW150519-II_63
chr7	11006628	11686510	679883	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr7	112939884	113382552	442669	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr7	119506656	120050743	544088	*	wc-cc	NW150519-II_63	2	NW150519-II_63
chr7	127350032	127633596	283565	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr8	12016715	13135092	1118378	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr9	136926728	137352217	425490	*	cc-wc	NW150519-II_63	2	NW150519-II_63
chr1	97274324	98108454	834131	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr11	13216225	13651629	435405	*	ww-wc	NW150519-II_67	2	NW150519-II_67
chr11	30673944	31882807	1208864	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr15	25205430	25607303	401874	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr15	98798209	99410810	612602	*	cc-wc	NW150519-II_67	2	NW150519-II_67
chr16	59450828	62393774	2942947	*	wc-ww	NW150519-II_67	2	NW150519-II_67
chr17	44256551	44552110	295560	*	wc-ww	NW150519-II_67	2	NW150519-II_67
chr19	11265099	12363336	1098238	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr19	20424657	20886695	462039	*	cc-wc	NW150519-II_67	2	NW150519-II_67
chr2	16627058	16998979	371922	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr2	196529590	197534857	1005268	*	cc-wc	NW150519-II_67	2	NW150519-II_67
chr2	234870738	235698059	827322	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr3	126346601	126479995	133395	*	cc-wc	NW150519-II_67	2	NW150519-II_67
chr4	56765331	57499912	734582	*	ww-wc	NW150519-II_67	2	NW150519-II_67
chr4	79399512	80676018	1276507	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr5	114444331	115757645	1313315	*	ww-wc	NW150519-II_67	2	NW150519-II_67
chr6	14132919	38033743	23900825	*	ww-wc	NW150519-II_67	2	NW150519-II_67
chr7	76394058	77385745	991688	*	ww-wc	NW150519-II_67	2	NW150519-II_67
chr7	151226697	151926191	699495	*	wc-cc	NW150519-II_67	2	NW150519-II_67
chr8	11904098	14647879	2743782	*	cc-wc	NW150519-II_67	2	NW150519-II_67
chr1	192164996	192247262	82267	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr1	213002777	213105051	102275	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr11	8925714	9086358	160645	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr11	90940955	90997994	57040	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr11	104360231	104589314	229084	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr11	118650214	118785464	135251	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr11	123567818	123689595	121778	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr13	25631775	25709264	77490	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr14	42916472	43017863	101392	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr14	67514008	67569810	55803	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr18	77223667	77304141	80475	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr19	42833992	42922730	88739	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr2	27099326	27238233	138908	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr2	82034093	82082969	48877	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr2	102916889	102980790	63902	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr2	219744548	219792307	47760	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr20	11052946	11121577	68632	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr21	30758432	30794552	36121	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr22	33389777	33567146	177370	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr3	132660074	132723521	63448	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr4	60954243	61182645	228403	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr5	51910130	52066753	156624	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr5	76767039	76917970	150932	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr5	180123009	180207207	84199	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr6	64613655	64693168	79514	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr6	118606454	118653835	47382	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr6	165893737	166016461	122725	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr7	106081335	106226918	145584	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr7	124283618	124320285	36668	*	wc-cc	NW150519-II_68	2	NW150519-II_68
chr8	64840116	64925005	84890	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr8	108675314	108747446	72133	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chr9	26689508	26754728	65221	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr9	68985565	69240860	255296	*	ww-wc	NW150519-II_68	2	NW150519-II_68
chr9	124814304	124968630	154327	*	wc-ww	NW150519-II_68	2	NW150519-II_68
chrX	154924729	155845893	921165	*	cc-wc	NW150519-II_68	2	NW150519-II_68
chr1	104387246	106355027	1967782	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr1	175734043	175937152	203110	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr10	1408287	2668687	1260401	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr10	61208311	61868159	659849	*	cc-wc	NW150519-II_69	2	NW150519-II_69
chr10	98085900	98257470	171571	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr11	103576405	105150405	1574001	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr11	118605883	118939196	333314	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr12	70384751	71498635	1113885	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr13	74570913	75196853	625941	*	cc-wc	NW150519-II_69	2	NW150519-II_69
chr15	40903539	41775083	871545	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr15	70007093	70404389	397297	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr17	53707627	54784570	1076944	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr18	36482482	37009327	526846	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr2	25981831	26658692	676862	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr2	133159202	134133755	974554	*	cc-wc	NW150519-II_69	2	NW150519-II_69
chr2	138803999	139285431	481433	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr2	176728332	177264979	536648	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr21	31293354	31543597	250244	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr3	48337292	48552465	215174	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr3	68506521	69392455	885935	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr3	124680230	125045424	365195	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr4	113646413	115094739	1448327	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr5	8474809	9084453	609645	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr5	172337221	172987919	650699	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr6	31827755	31973182	145428	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr7	45467961	46455363	987403	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr7	143901369	144460621	559253	*	wc-cc	NW150519-II_69	2	NW150519-II_69
chr8	34390282	34870582	480301	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr8	121345018	122582863	1237846	*	ww-wc	NW150519-II_69	2	NW150519-II_69
chr9	7702052	8760753	1058702	*	wc-ww	NW150519-II_69	2	NW150519-II_69
chr1	11045190	11453517	408328	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr1	53371869	53505540	133672	*	ww-wc	NW150519-II_73	2	NW150519-II_73
chr10	89815163	90256151	440989	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr10	97196067	97542648	346582	*	ww-wc	NW150519-II_73	2	NW150519-II_73
chr11	104142885	105124680	981796	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr11	118639895	118871490	231596	*	ww-wc	NW150519-II_73	2	NW150519-II_73
chr12	7415578	8367398	951821	*	cc-wc	NW150519-II_73	2	NW150519-II_73
chr12	32950995	33321545	370551	*	wc-cc	NW150519-II_73	2	NW150519-II_73
chr12	48185238	48773474	588237	*	cc-wc	NW150519-II_73	2	NW150519-II_73
chr17	8104820	8417792	312973	*	wc-cc	NW150519-II_73	2	NW150519-II_73
chr19	39532806	40348568	815763	*	cc-wc	NW150519-II_73	2	NW150519-II_73
chr2	10404617	10602287	197671	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr3	37202831	54799479	17596649	*	wc-cc	NW150519-II_73	2	NW150519-II_73
chr3	137023116	137350118	327003	*	cc-wc	NW150519-II_73	2	NW150519-II_73
chr4	106525056	106942325	417270	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr4	146200636	146526722	326087	*	ww-wc	NW150519-II_73	2	NW150519-II_73
chr4	148934194	149514656	580463	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr5	155832551	156727152	894602	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr6	2540931	3227115	686185	*	ww-wc	NW150519-II_73	2	NW150519-II_73
chr7	44418111	44754735	336625	*	cc-wc	NW150519-II_73	2	NW150519-II_73
chr7	86580385	88320493	1740109	*	wc-ww	NW150519-II_73	2	NW150519-II_73
chr9	35715415	36005947	290533	*	cc-wc	NW150519-II_73	2	NW150519-II_73
chrX	2439760	2905169	465410	*	wc-cc	NW150519-II_73	2	NW150519-II_73
chr1	42938431	43223846	285416	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr1	119449409	119631450	182042	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr10	29348658	29611078	262421	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr10	78569347	78697749	128403	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr10	132828006	133082238	254233	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr11	82788919	83181956	393038	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr11	100383386	100586015	202630	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr12	22333017	22876213	543197	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr13	33598047	33939314	341268	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr13	48407101	48647084	239984	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr15	96392392	96625069	232678	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr17	31134608	31559011	424404	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr17	50846495	51367306	520812	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr18	26561720	26839159	277440	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr2	36761242	37197597	436356	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr2	153715038	153967236	252199	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr2	190830792	191062824	232033	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr2	220502353	221046387	544035	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr2	231008910	231410009	401100	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr22	18087658	19106154	1018497	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr3	36558587	36759273	200687	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr3	193419515	193732735	313221	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr4	7560418	7675666	115249	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr4	103936997	104249642	312646	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr4	127444381	127976946	532566	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr4	186404697	186560270	155574	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr5	41722474	42181722	459249	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr5	89263992	89632181	368190	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr5	91643963	92217057	573095	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr5	143135139	143224398	89260	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr6	10092438	10406097	313660	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr6	26069401	26295831	226431	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr6	42703696	42966434	262739	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr6	47079248	47335044	255797	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr7	76034043	76223284	189242	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr7	92997160	93413740	416581	*	ww-wc	NW150519-II_74	2	NW150519-II_74
chr7	120507542	120847822	340281	*	wc-cc	NW150519-II_74	2	NW150519-II_74
chr8	138922985	139098380	175396	*	cc-wc	NW150519-II_74	2	NW150519-II_74
chr9	101673992	102205017	531026	*	wc-ww	NW150519-II_74	2	NW150519-II_74
chr1	12777244	13494710	717467	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr1	57617873	57766535	148663	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr1	178938686	179313306	374621	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr10	65259381	65779518	520138	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr10	69072925	69246687	173763	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr11	56862021	57165568	303548	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr11	62909059	63016885	107827	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr11	94802109	95055497	253389	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr11	104138612	105253724	1115113	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr11	118636941	118933588	296648	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr12	45991725	46298021	306297	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr12	83359246	83569763	210518	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr13	33386637	33601012	214376	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr15	51415342	51994503	579162	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr15	82313905	82624263	310359	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr15	98348104	98791794	443691	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr17	38582479	38672367	89889	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr17	45425855	45656183	230329	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr18	31301522	31942278	640757	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr18	63453429	63870292	416864	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr19	8892455	8972329	79875	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr19	11574816	12347834	773019	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr2	31813423	32073284	259862	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr2	47220147	47349341	129195	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr2	67998700	68351382	352683	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr2	219211101	219287119	76019	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr21	26397316	26670899	273584	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr22	40376350	41413090	1036741	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr3	11154944	11521399	366456	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr3	108252326	108482293	229968	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr3	149294428	149633876	339449	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr3	151960021	152122179	162159	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr3	154886692	155198589	311898	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr4	62972820	63647848	675029	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr4	102695800	103276360	580561	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr4	113803248	114522255	719008	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr4	184166951	184391031	224081	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr5	1400211	1485113	84903	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr6	15966868	16541401	574534	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr6	81135259	81535004	399746	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr6	115652151	115935316	283166	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr6	124849554	125107097	257544	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr7	85679385	86158364	478980	*	ww-wc	NW150519-II_75	2	NW150519-II_75
chr7	91413970	91812673	398704	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr9	18651198	18943886	292689	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chr9	103306517	103865381	558865	*	wc-cc	NW150519-II_75	2	NW150519-II_75
chr9	122910933	123241999	331067	*	cc-wc	NW150519-II_75	2	NW150519-II_75
chrX	2647266	3030375	383110	*	wc-ww	NW150519-II_75	2	NW150519-II_75
chr1	43171696	43284137	112442	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr1	161985397	162433685	448289	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr10	78614862	78826398	211537	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr11	17593716	17957070	363355	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr12	4277283	4734233	456951	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr12	9588887	10508253	919367	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr12	130133984	130431916	297933	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr13	38236680	38674498	437819	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr13	56737960	58021157	1283198	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr14	23146943	23534565	387623	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr14	88290634	88993338	702705	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr14	103510432	103707956	197525	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr16	26814661	27098971	284311	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr17	43704276	43932936	228661	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr17	55406019	55641998	235980	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr17	58704588	60139862	1435275	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr19	9848896	10217402	368507	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr19	35601516	35737188	135673	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr2	69087669	70006909	919241	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr2	144006327	144715892	709566	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr2	191200210	191593603	393394	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr22	30269162	30520460	251299	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr3	108294385	108561748	267364	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr3	139557151	139934737	377587	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr3	164447370	165544470	1097101	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr3	183695878	183913011	217134	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr4	22087286	22598974	511689	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr4	181499573	181974378	474806	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr5	27807220	28941280	1134061	*	wc-cc	NW150519-II_77	2	NW150519-II_77
chr6	16161307	16979739	818433	*	cc-wc	NW150519-II_77	2	NW150519-II_77
chr6	25961639	26377763	416125	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr6	86285058	86981998	696941	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr7	15518634	16551984	1033351	*	wc-ww	NW150519-II_77	2	NW150519-II_77
chr7	129958820	130315198	356379	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr8	11888110	12584273	696164	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr9	109478585	109875933	397349	*	ww-wc	NW150519-II_77	2	NW150519-II_77
chr1	6037407	6079575	42169	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr1	104914797	104973031	58235	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr1	163157010	163174084	17075	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr1	239557248	239579707	22460	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr10	22352212	22434280	82069	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr10	72207947	72245866	37920	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr10	103786496	103811446	24951	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr11	15120511	15158137	37627	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr11	18371589	18421644	50056	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr11	104461640	104509726	48087	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr11	118670452	118715746	45295	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr12	126162232	126206417	44186	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr13	29509484	29534407	24924	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr13	92651821	92704253	52433	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr15	79114995	79198684	83690	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr16	68600911	68657073	56163	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr17	72242469	72270515	28047	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr19	13813463	13876498	63036	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr19	43669147	43727271	58125	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr2	4274990	4320785	45796	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr2	71218234	71239691	21458	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr2	217744349	217765239	20891	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr2	233568633	233607820	39188	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr22	46665314	46719760	54447	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr3	128584469	128617985	33517	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr4	26814272	26853290	39019	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr4	132891750	132937630	45881	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr4	165395062	165471933	76872	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr4	183075475	183130979	55505	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr5	2244767	2301048	56282	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr5	170119450	170142573	23124	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr6	370620	415639	45020	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr6	21577055	21605711	28657	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr6	77446688	77492044	45357	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chr6	140475146	140515822	40677	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr7	151049440	151083860	34421	*	wc-cc	NW150519-II_79	2	NW150519-II_79
chr8	52947087	52977936	30850	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr8	77679585	77705260	25676	*	wc-ww	NW150519-II_79	2	NW150519-II_79
chr8	141016705	141031574	14870	*	ww-wc	NW150519-II_79	2	NW150519-II_79
chrY	17387913	56834089	39446177	*	cc-wc	NW150519-II_79	2	NW150519-II_79
chr1	33221189	33303368	82180	*	ww-wc	NW150519-II_82	2	NW150519-II_82
chr1	50969211	51298830	329620	*	wc-ww	NW150519-II_82	2	NW150519-II_82
chr1	53726473	53887085	160613	*	ww-wc	NW150519-II_82	2	NW150519-II_82
